

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   222.96600  0.381423E+02  0.774575E+00  0.820864E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.744     222
   223.96600  0.381600E+02  0.774931E+00  0.822357E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.720     223
   224.96600  0.381776E+02  0.775288E+00  0.823840E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.696     224
   225.96600  0.381952E+02  0.775644E+00  0.825314E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.672     225
   226.96600  0.382129E+02  0.776001E+00  0.826779E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.648     226
   227.96600  0.382452E+02  0.776654E+00  0.828234E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.625     227
   228.96500  0.383216E+02  0.778197E+00  0.829680E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.601     228
   229.96500  0.384568E+02  0.780930E+00  0.831118E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.578     229
   230.96500  0.386657E+02  0.785147E+00  0.832548E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.555     230
   231.96500  0.389332E+02  0.790553E+00  0.833969E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.532     231
   232.96500  0.392008E+02  0.795960E+00  0.835382E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.509     232
   233.96500  0.394243E+02  0.800474E+00  0.836786E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.486     233
   234.96500  0.395948E+02  0.803919E+00  0.838183E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.463     234
   235.96400  0.397064E+02  0.806175E+00  0.839570E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.441     235
   236.96400  0.397594E+02  0.807244E+00  0.840951E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.418     236
   237.96400  0.397829E+02  0.807720E+00  0.842324E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.395     237
   238.96400  0.398005E+02  0.808076E+00  0.843689E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.372     238
   239.96400  0.398181E+02  0.808433E+00  0.845047E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.350     239
   240.96400  0.398358E+02  0.808789E+00  0.846397E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.327     240
   241.96300  0.398534E+02  0.809145E+00  0.847738E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.302     241
   242.96300  0.398710E+02  0.809501E+00  0.849073E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.278     242
   243.96300  0.398945E+02  0.809977E+00  0.850400E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.253     243
   244.96300  0.399239E+02  0.810571E+00  0.851721E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.228     244
   245.96300  0.399474E+02  0.811046E+00  0.853034E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.204     245
   246.96300  0.399650E+02  0.811403E+00  0.854340E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.179     246
   247.96300  0.399826E+02  0.811759E+00  0.855638E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.155     247
   248.96200  0.400002E+02  0.812115E+00  0.856928E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.131     248
   249.96200  0.400179E+02  0.812471E+00  0.858212E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.106     249
   250.96200  0.400649E+02  0.813421E+00  0.859489E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.082     250
   251.96200  0.401913E+02  0.815976E+00  0.860759E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.058     251
   252.96200  0.404002E+02  0.820194E+00  0.862023E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.034     252
   253.96200  0.406707E+02  0.825659E+00  0.863279E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    119.010     253
   254.96200  0.409765E+02  0.831837E+00  0.864528E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.986     254
   255.96100  0.412967E+02  0.838306E+00  0.865769E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.962     255
   256.96100  0.416113E+02  0.844662E+00  0.867004E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.938     256
   257.96100  0.418966E+02  0.850425E+00  0.868233E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.915     257
   258.96100  0.421377E+02  0.855296E+00  0.869455E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.891     258
   259.96100  0.423112E+02  0.858800E+00  0.870670E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.868     259
   260.96100  0.424847E+02  0.862305E+00  0.871879E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.845     260
   261.96000  0.425758E+02  0.864145E+00  0.873080E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.821     261
   262.96000  0.426140E+02  0.864917E+00  0.874275E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.798     262
   263.96000  0.426434E+02  0.865511E+00  0.875464E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.775     263
   264.96000  0.426728E+02  0.866105E+00  0.876647E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.752     264
   265.96000  0.427022E+02  0.866699E+00  0.877823E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.730     265
   266.96000  0.427315E+02  0.867292E+00  0.878993E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.707     266
   267.96000  0.427609E+02  0.867886E+00  0.880160E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.685     267
   268.95900  0.427902E+02  0.868479E+00  0.881321E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.662     268
   269.95900  0.428137E+02  0.868955E+00  0.882479E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.640     269
   270.95900  0.428314E+02  0.869311E+00  0.883633E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.616     270
   271.95900  0.428490E+02  0.869667E+00  0.884782E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.591     271
   272.95900  0.428666E+02  0.870024E+00  0.885927E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.566     272
   273.95900  0.428842E+02  0.870380E+00  0.887068E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.542     273
   274.95800  0.429019E+02  0.870736E+00  0.888204E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.517     274
   275.95800  0.429401E+02  0.871509E+00  0.889337E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.493     275
   276.95800  0.430371E+02  0.873469E+00  0.890465E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.468     276
   277.95800  0.432106E+02  0.876973E+00  0.891589E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.444     277
   278.95800  0.434135E+02  0.881072E+00  0.892709E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.420     278
   279.95800  0.435987E+02  0.884814E+00  0.893825E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.396     279
   280.95800  0.438134E+02  0.889151E+00  0.894936E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.372     280
   281.95700  0.440602E+02  0.894136E+00  0.896042E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.348     281
   282.95700  0.442925E+02  0.898829E+00  0.897144E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.324     282
   283.95700  0.444866E+02  0.902750E+00  0.898242E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.301     283
   284.95700  0.446072E+02  0.905185E+00  0.899336E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.277     284
   285.95700  0.446542E+02  0.906135E+00  0.900426E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.254     285
   286.95700  0.446719E+02  0.906492E+00  0.901511E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.231     286
   287.95700  0.446895E+02  0.906848E+00  0.902592E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.207     287
   288.95600  0.447071E+02  0.907204E+00  0.903667E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.184     288
   289.95600  0.447247E+02  0.907561E+00  0.904739E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.161     289
   290.95600  0.447424E+02  0.907917E+00  0.905807E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.139     290
   291.95600  0.447600E+02  0.908273E+00  0.906871E+01  0.000000E+00 -0.696036E-04  -3059.500      0.000    118.116     291
   292.95600  0.447688E+02  0.908451E+00  0.907754E+01  0.000000E+00 -0.696036E-04  -2826.466      0.000    118.093     292
   293.95600  0.447688E+02  0.908451E+00  0.907754E+01  0.000000E+00 -0.696036E-04  -1895.056      0.000    118.071     293
   294.95500  0.447688E+02  0.908451E+00  0.907754E+01  0.000000E+00 -0.696036E-04  -1457.185      0.000    118.049     294
   295.95500  0.447688E+02  0.908451E+00  0.907754E+01  0.000000E+00 -0.696036E-04  -1194.669      0.000    118.026     295
   296.95500  0.447688E+02  0.908451E+00  0.907754E+01  0.000000E+00 -0.696036E-04  -1017.453      0.000    118.004     296
   297.95500  0.447688E+02  0.908451E+00  0.907754E+01  0.000000E+00 -0.696036E-04   -884.330      0.000    117.982     297
   298.95500  0.447688E+02  0.908451E+00  0.907754E+01  0.000000E+00 -0.696036E-04   -780.142      0.000    117.961     298
   299.95500  0.447924E+02  0.908927E+00  0.910106E+01  0.000000E+00 -0.696036E-04  -1410.896      0.000    117.939     299
   300.95500  0.448747E+02  0.910590E+00  0.913666E+01  0.000000E+00 -0.696036E-04  -3073.400      0.000    117.917     300
   301.95400  0.450304E+02  0.913735E+00  0.915285E+01  0.000000E+00 -0.696036E-04  -3072.800      0.000    117.896     301
   302.95400  0.452480E+02  0.918131E+00  0.916650E+01  0.000000E+00 -0.696036E-04  -3070.300      0.000    117.875     302
   303.95400  0.455038E+02  0.923299E+00  0.917884E+01  0.000000E+00 -0.696036E-04  -3066.800      0.000    117.853     303
   304.95400  0.457802E+02  0.928883E+00  0.919048E+01  0.000000E+00 -0.696036E-04  -3062.600      0.000    117.832     304
   305.95400  0.460478E+02  0.934289E+00  0.920179E+01  0.000000E+00 -0.696036E-04  -3058.800      0.000    117.811     305
   306.95400  0.462801E+02  0.938982E+00  0.921285E+01  0.000000E+00 -0.696036E-04  -3056.400      0.000    117.790     306
   307.95300  0.464593E+02  0.942602E+00  0.922370E+01  0.000000E+00 -0.696036E-04  -3054.800      0.000    117.769     307
   308.95300  0.465710E+02  0.944860E+00  0.923440E+01  0.000000E+00 -0.696036E-04  -3053.600      0.000    117.745     308
   309.95300  0.466181E+02  0.945810E+00  0.924496E+01  0.000000E+00 -0.696036E-04  -3053.000      0.000    117.721     309
   310.95300  0.466357E+02  0.946167E+00  0.925541E+01  0.000000E+00 -0.696036E-04  -3053.200      0.000    117.697     310
   311.95300  0.466534E+02  0.946523E+00  0.926576E+01  0.000000E+00 -0.696036E-04  -3054.400      0.000    117.673     311
   312.95300  0.466710E+02  0.946879E+00  0.927603E+01  0.000000E+00 -0.696036E-04  -3055.700      0.000    117.649     312
   313.95300  0.466798E+02  0.947057E+00  0.928486E+01  0.000000E+00 -0.696036E-04  -2871.880      0.000    117.625     313
   314.95200  0.466798E+02  0.947057E+00  0.928486E+01  0.000000E+00 -0.696036E-04  -1934.614      0.000    117.602     314
   315.95200  0.466798E+02  0.947057E+00  0.928486E+01  0.000000E+00 -0.696036E-04  -1500.236      0.000    117.578     315
   316.95200  0.466798E+02  0.947057E+00  0.928486E+01  0.000000E+00 -0.696036E-04  -1234.604      0.000    117.554     316
   317.95200  0.466798E+02  0.947057E+00  0.928486E+01  0.000000E+00 -0.696036E-04  -1051.828      0.000    117.530     317
   318.95200  0.466798E+02  0.947057E+00  0.928486E+01  0.000000E+00 -0.696036E-04   -912.432      0.000    117.507     318
   319.95200  0.466798E+02  0.947057E+00  0.928486E+01  0.000000E+00 -0.696036E-04   -811.631      0.000    117.483     319
   320.95200  0.464798E+02  0.947057E+00  0.908487E+01  0.000000E+00 -0.696036E-04    -99.704      0.000    117.459     320
   321.95100  0.462801E+02  0.947057E+00  0.888506E+01  0.000000E+00 -0.696036E-04    -66.811      0.000    117.436     321
   322.95100  0.462801E+02  0.947057E+00  0.888506E+01  0.000000E+00 -0.696036E-04   -110.530      0.000    117.412     322
   323.95100  0.463036E+02  0.947533E+00  0.890858E+01  0.000000E+00 -0.696036E-04   -148.381      0.000    117.389     323
   324.95100  0.463712E+02  0.948899E+00  0.897621E+01  0.000000E+00 -0.696036E-04   -283.681      0.000    117.366     324
   325.95100  0.465212E+02  0.951928E+00  0.912619E+01  0.000000E+00 -0.696036E-04  -2146.711      0.000    117.342     325
   326.95100  0.467623E+02  0.956799E+00  0.920417E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    117.319     326
   327.95000  0.470473E+02  0.962556E+00  0.924146E+01  0.000000E+00 -0.696036E-04  -3049.000      0.000    117.296     327
   328.95000  0.473531E+02  0.968733E+00  0.926936E+01  0.000000E+00 -0.696036E-04  -3045.200      0.000    117.273     328
   329.95000  0.476501E+02  0.974733E+00  0.929245E+01  0.000000E+00 -0.696036E-04  -3041.700      0.000    117.250     329
   330.95000  0.479177E+02  0.980139E+00  0.931306E+01  0.000000E+00 -0.696036E-04  -3039.400      0.000    117.227     330
   331.95000  0.481323E+02  0.984476E+00  0.933172E+01  0.000000E+00 -0.696036E-04  -3038.800      0.000    117.204     331
   332.95000  0.482646E+02  0.987149E+00  0.934897E+01  0.000000E+00 -0.696036E-04  -3039.400      0.000    117.182     332
   333.95000  0.483176E+02  0.988218E+00  0.936514E+01  0.000000E+00 -0.696036E-04  -3040.900      0.000    117.159     333
   334.94900  0.483411E+02  0.988693E+00  0.938044E+01  0.000000E+00 -0.696036E-04  -3043.400      0.000    117.137     334
   335.94900  0.483646E+02  0.989168E+00  0.939503E+01  0.000000E+00 -0.696036E-04  -3046.200      0.000    117.114     335
   336.94900  0.483823E+02  0.989525E+00  0.940898E+01  0.000000E+00 -0.696036E-04  -3048.400      0.000    117.092     336
   337.94900  0.483999E+02  0.989881E+00  0.942237E+01  0.000000E+00 -0.696036E-04  -3049.600      0.000    117.069     337
   338.94900  0.484175E+02  0.990237E+00  0.943526E+01  0.000000E+00 -0.696036E-04  -3050.400      0.000    117.047     338
   339.94900  0.484352E+02  0.990593E+00  0.944771E+01  0.000000E+00 -0.696036E-04  -3050.600      0.000    117.025     339
   340.94800  0.484528E+02  0.990949E+00  0.945975E+01  0.000000E+00 -0.696036E-04  -3050.500      0.000    117.003     340
   341.94800  0.484763E+02  0.991425E+00  0.947149E+01  0.000000E+00 -0.696036E-04  -3052.000      0.000    116.981     341
   342.94800  0.485057E+02  0.992018E+00  0.948300E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.959     342
   343.94800  0.485292E+02  0.992494E+00  0.949433E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.937     343
   344.94800  0.485468E+02  0.992850E+00  0.950548E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.916     344
   345.94800  0.485644E+02  0.993207E+00  0.951646E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.894     345
   346.94800  0.485821E+02  0.993563E+00  0.952729E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.873     346
   347.94700  0.486143E+02  0.994216E+00  0.953795E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.851     347
   348.94700  0.486967E+02  0.995879E+00  0.954848E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.830     348
   349.94700  0.488437E+02  0.998850E+00  0.955889E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.809     349
   350.94700  0.490525E+02  0.100307E+01  0.956919E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.788     350
   351.94700  0.493142E+02  0.100835E+01  0.957939E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.767     351
   352.94700  0.495906E+02  0.101394E+01  0.958951E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.746     352
   353.94700  0.498523E+02  0.101923E+01  0.959955E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.725     353
   354.94600  0.500903E+02  0.102403E+01  0.960951E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.705     354
   355.94600  0.502844E+02  0.102795E+01  0.961940E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.682     355
   356.94600  0.504108E+02  0.103051E+01  0.962924E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.658     356
   357.94600  0.504696E+02  0.103169E+01  0.963901E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.634     357
   358.94600  0.504931E+02  0.103217E+01  0.964872E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.610     358
   359.94600  0.505108E+02  0.103252E+01  0.965837E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.587     359
   360.94500  0.505284E+02  0.103288E+01  0.966795E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.563     360
   361.94500  0.505460E+02  0.103324E+01  0.967750E+01  0.000000E+00 -0.696036E-04  -3052.200      0.000    116.539     361
